# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   beta(deg)
    821.0000    290.883284      5.063498
    822.0000    303.278319      5.238941
    823.0000    316.004324      5.165739
    824.0000    329.111814      4.825527
    825.0000    342.625776      4.211225
    826.0000    356.538698      3.333779
    827.0000     10.806891      2.228417
    828.0000     25.352322      0.957468
    829.0000     40.070938     -0.392994
    830.0000     54.846272     -1.723332
    831.0000     69.565025     -2.934743
    832.0000     84.130535     -3.943086
    833.0000     98.471123     -4.687959
    834.0000    112.542389     -5.135556
    835.0000    126.324526     -5.276595
    836.0000    139.816724     -5.121782
    837.0000    153.030816     -4.696899
    838.0000    165.985716     -4.038591
    839.0000    178.703488     -3.191029
    840.0000    191.207256     -2.203179
    841.0000    203.520764     -1.126350
    842.0000    215.669157     -0.011892
    843.0000    227.680497      1.090909
    844.0000    239.587514      2.136498
    845.0000    251.429224      3.084103
    846.0000    263.252077      3.898051
    847.0000    275.110442      4.547449
    848.0000    287.066226      5.005483
    849.0000    299.187447      5.248726
    850.0000    311.545493      5.256949
    851.0000    324.210753      5.014002
    852.0000    337.246319      4.510292
    853.0000    350.699677      3.747199
    854.0000      4.592882      2.743123
    855.0000     18.912732      1.539769
    856.0000     33.603631      0.205820
    857.0000     48.566667     -1.165464
    858.0000     63.667693     -2.466815
    859.0000     78.754541     -3.593917
    860.0000     93.679538     -4.462945
    861.0000    108.320746     -5.022082
    862.0000    122.595793     -5.253781
    863.0000    136.465656     -5.169348
    864.0000    149.929824     -4.800041
    865.0000    163.016550     -4.188542
    866.0000    175.771943     -3.382760
    867.0000    188.250408     -2.432181
    868.0000    200.507540     -1.386082
    869.0000    212.595639     -0.292731
    870.0000    224.561545      0.801133
    871.0000    236.446350      1.850904
    872.0000    248.286506      2.814904
    873.0000    260.115899      3.655270
    874.0000    271.968433      4.338725
    875.0000    283.880671      4.837084
    876.0000    295.894094      5.127450
    877.0000    308.056547      5.192230
    878.0000    320.422434      5.019275
    879.0000    333.051237      4.602582
    880.0000    346.003866      3.944015
    881.0000    359.336391      3.056421
    882.0000     13.090874      1.968035
    883.0000     27.283687      0.727272
    884.0000     41.893010     -0.594265
    885.0000     56.849105     -1.903704
    886.0000     72.032473     -3.096329
    887.0000     87.284335     -4.072014
    888.0000    102.429659     -4.753611
    889.0000    117.306619     -5.099841
    890.0000    131.792385     -5.107748
    891.0000    145.817089     -4.805511
    892.0000    159.364050     -4.240642
    893.0000    172.460049     -3.468859
    894.0000    185.161425     -2.546466
    895.0000    197.540548     -1.526542
    896.0000    209.674949     -0.457908
    897.0000    221.639644      0.614470
    898.0000    233.502308      1.648676
    899.0000    245.320745      2.605281
    900.0000    257.142182      3.447344
    901.0000    269.004082      4.140996
    902.0000    280.936218      4.656458
    903.0000    292.963714      4.969244
    904.0000    305.110663      5.061274
    905.0000    317.403729      4.921762
    906.0000    329.875073      4.547888
    907.0000    342.563866      3.945472
    908.0000    355.515663      3.129998
    909.0000      8.778973      2.128273
    910.0000     22.398468      0.980744
    911.0000     36.404684     -0.256114
    912.0000     50.800976     -1.508807
    913.0000     65.550270     -2.689453
    914.0000     80.566299     -3.704053
    915.0000     95.715175     -4.466398
    916.0000    110.831029     -4.914013
    917.0000    125.743409     -5.019851
    918.0000    140.307500     -4.794631
    919.0000    154.426392     -4.279493
    920.0000    168.059284     -3.533426
    921.0000    181.216640     -2.621036
    922.0000    193.947762     -1.604152
    923.0000    206.326442     -0.537896
    924.0000    218.438266      0.529912
    925.0000    230.370863      1.557555
    926.0000    242.207021      2.507711
    927.0000    254.020114      3.346059
    928.0000    265.871285      4.040629
    929.0000    277.808138      4.562073
    930.0000    289.864869      4.884796
    931.0000    302.063906      4.988718
    932.0000    314.419003      4.861290
    933.0000    326.939472      4.499343
    934.0000    339.634831      3.910441
    935.0000    352.518903      3.113619
    936.0000      5.612230      2.139609
    937.0000     18.941789      1.030816
    938.0000     32.537280     -0.158822
    939.0000     46.423725     -1.364310
    940.0000     60.610897     -2.511193
    941.0000     75.081330     -3.519507
    942.0000     89.780319     -4.311157
    943.0000    104.612546     -4.820536
    944.0000    119.449366     -5.006029
    945.0000    134.147136     -4.858196
    946.0000    148.571715     -4.400887
    947.0000    162.620826     -3.684600
    948.0000    176.237307     -2.775071
    949.0000    189.411152     -1.741683
    950.0000    202.172907     -0.649111
    951.0000    214.582851      0.446734
    952.0000    226.719693      1.499256
    953.0000    238.670807      2.469669
    954.0000    250.524538      3.324797
    955.0000    262.364347      4.035114
    956.0000    274.264341      4.573573
    957.0000    286.285853      4.915539
    958.0000    298.475068      5.039880
    959.0000    310.861920      4.931136
    960.0000    323.460676      4.582364
    961.0000    336.272423      3.998076
    962.0000    349.289319      3.196515
    963.0000      2.499825      2.210626
    964.0000     15.893652      1.087414
    965.0000     29.464962     -0.114174
    966.0000     43.212669     -1.326413
    967.0000     57.137293     -2.476597
    968.0000     71.234755     -3.491349
    969.0000     85.488446     -4.301686
    970.0000     99.861853     -4.849093
    971.0000    114.294600     -5.092314
    972.0000    128.704417     -5.013606
    973.0000    142.995878     -4.622374
    974.0000    157.074129     -3.954320
    975.0000    170.859646     -3.065712
    976.0000    184.299721     -2.024372
    977.0000    197.374102     -0.900228
    978.0000    210.094672      0.242035
    979.0000    222.500886      1.347003
    980.0000    234.653146      2.369423
    981.0000    246.625847      3.272975
    982.0000    258.500998      4.028066
    983.0000    270.362653      4.609623
    984.0000    282.292003      4.995526
    985.0000    294.362852      5.166125
    986.0000    306.637352      5.105066
    987.0000    319.162096      4.801524
    988.0000    331.965022      4.253624
    989.0000    345.053834      3.472446
    990.0000    358.416592      2.485554
    991.0000     12.024792      1.338712
    992.0000     25.838509      0.094704
    993.0000     39.812452     -1.171070
    994.0000     53.901358     -2.377466
    995.0000     68.063412     -3.445419
    996.0000     82.261053     -4.305154
    997.0000     96.459464     -4.901825
    998.0000    110.623819     -5.199358
    999.0000    124.716680     -5.182690
   1000.0000    138.696881     -4.858511
   1001.0000    152.520654     -4.254365
   1002.0000    166.144986     -3.415791
   1003.0000    179.532438     -2.401514
   1004.0000    192.656196     -1.277234
   1005.0000    205.504177     -0.109183
   1006.0000    218.081437      1.041307
   1007.0000    230.410700      2.121300
   1008.0000    242.531272      3.087580
   1009.0000    254.496810      3.906142
   1010.0000    266.372427      4.550555
   1011.0000    278.231409      4.999972
   1012.0000    290.151664      5.237419
   1013.0000    302.211788      5.248919
   1014.0000    314.486590      5.023824
   1015.0000    327.041922      4.556644
   1016.0000    339.928842      3.850415
   1017.0000    353.177561      2.921259
   1018.0000      6.792082      1.803090
   1019.0000     20.746910      0.550670
   1020.0000     34.987332     -0.761100
   1021.0000     49.434245     -2.043075
   1022.0000     63.993298     -3.202435
   1023.0000     78.566677     -4.155222
   1024.0000     93.064787     -4.837044
   1025.0000    107.415067     -5.209145
   1026.0000    121.566271     -5.259269
   1027.0000    135.488144     -4.998683
   1028.0000    149.167730     -4.457439
   1029.0000    162.604150     -3.679434
   1030.0000    175.803535     -2.717990
   1031.0000    188.775269     -1.631946
   1032.0000    201.530052     -0.482049
   1033.0000    214.079752      0.672443
   1034.0000    226.438649      1.776819
   1035.0000    238.625486      2.783280
   1036.0000    250.665706      3.652306
   1037.0000    262.593348      4.352920
   1038.0000    274.452261      4.861990
   1039.0000    286.296421      5.162925
   1040.0000    298.189291      5.244273
   1041.0000    310.202149      5.098691
   1042.0000    322.411244      4.722793
   1043.0000    334.893525      4.118256
   1044.0000    347.720630      3.294460
   1045.0000      0.950857      2.272604
   1046.0000     14.619328      1.090634
   1047.0000     28.727430     -0.192707
   1048.0000     43.234011     -1.497305
   1049.0000     58.052070     -2.727260
   1050.0000     73.054618     -3.783374
   1051.0000     88.090998     -4.579688
   1052.0000    103.010383     -5.058145
   1053.0000    117.685310     -5.195853
   1054.0000    132.027804     -5.003291
   1055.0000    145.994413     -4.516195
   1056.0000    159.581353     -3.785593
   1057.0000    172.813923     -2.869419
   1058.0000    185.734511     -1.826996
   1059.0000    198.392129     -0.716047
   1060.0000    210.834803      0.408759
   1061.0000    223.105086      1.496654
   1062.0000    235.238384      2.501591
   1063.0000    247.263610      3.383188
   1064.0000    259.205541      4.107668
   1065.0000    271.088227      4.648533
   1066.0000    282.938754      4.986749
   1067.0000    294.790716      5.110410
   1068.0000    306.686883      5.014010
   1069.0000    318.680633      4.697675
   1070.0000    330.835891      4.166770
   1071.0000    343.225238      3.432318
   1072.0000    355.925799      2.512605
   1073.0000      9.012328      1.436082
   1074.0000     22.546955      0.245234
   1075.0000     36.565583     -0.999788
   1076.0000     51.062432     -2.220041
   1077.0000     65.976716     -3.322125
   1078.0000     81.187929     -4.209894
   1079.0000     96.526088     -4.801945
   1080.0000    111.798131     -5.048731
   1081.0000    126.823136     -4.941648
   1082.0000    141.463344     -4.510336
   1083.0000    155.640472     -3.810960
   1084.0000    169.335194     -2.911969
   1085.0000    182.574991     -1.882742
   1086.0000    195.417643     -0.787155
   1087.0000    207.935738      0.318644
   1088.0000    220.204670      1.385999
   1089.0000    232.294524      2.372621
   1090.0000    244.265397      3.241612
   1091.0000    256.165515      3.961078
   1092.0000    268.031627      4.504392
   1093.0000    279.891249      4.850882
   1094.0000    291.766316      4.986617
   1095.0000    303.677680      4.904972
   1096.0000    315.649768      4.606794
   1097.0000    327.714672      4.100208
